,Geo_Type,Geo_Name,Geo_ID,UnemploymentRate_ESRI,UnemploymentRate_BLS,Unemployment_Adjustment
283,US.CBSA,"Dover, DE Metropolitan Statistical Area",20100,14.9,5.9,0.39597315436241615
284,US.CBSA,"Dublin, GA Micropolitan Statistical Area",20140,12.4,4.4,0.3548387096774194
285,US.CBSA,"DuBois, PA Micropolitan Statistical Area",20180,22.8,6.3,0.2763157894736842
286,US.CBSA,"Dubuque, IA Metropolitan Statistical Area",20220,12.7,3.3,0.25984251968503935
287,US.CBSA,"Duluth, MN-WI Metropolitan Statistical Area",20260,14.9,4.6,0.30872483221476504
288,US.CBSA,"Dumas, TX Micropolitan Statistical Area",20300,7.9,3.6,0.45569620253164556
289,US.CBSA,"Duncan, OK Micropolitan Statistical Area",20340,10.6,8.4,0.7924528301886793
290,US.CBSA,"Durango, CO Micropolitan Statistical Area",20420,8.3,5.5,0.6626506024096385
291,US.CBSA,"Durant, OK Micropolitan Statistical Area",20460,12.1,5.1,0.4214876033057851
292,US.CBSA,"Durham-Chapel Hill, NC Metropolitan Statistical Area",20500,10.4,5.3,0.5096153846153846
293,US.CBSA,"Dyersburg, TN Micropolitan Statistical Area",20540,11.8,8.2,0.6949152542372881
294,US.CBSA,"Eagle Pass, TX Micropolitan Statistical Area",20580,12.1,14.1,1.1652892561983472
295,US.CBSA,"Easton, MD Micropolitan Statistical Area",20660,8.8,5.9,0.6704545454545454
296,US.CBSA,"East Stroudsburg, PA Metropolitan Statistical Area",20700,25.5,8.7,0.34117647058823525
297,US.CBSA,"Eau Claire, WI Metropolitan Statistical Area",20740,11.5,4.1,0.3565217391304348
298,US.CBSA,"Edwards, CO Micropolitan Statistical Area",20780,7.2,7.3,1.0138888888888888
299,US.CBSA,"Effingham, IL Micropolitan Statistical Area",20820,9.5,3.5,0.3684210526315789
300,US.CBSA,"El Campo, TX Micropolitan Statistical Area",20900,7.9,6.5,0.8227848101265822
301,US.CBSA,"El Centro, CA Metropolitan Statistical Area",20940,23.9,18.8,0.7866108786610879
302,US.CBSA,"El Dorado, AR Micropolitan Statistical Area",20980,13.2,7.8,0.5909090909090909
303,US.CBSA,"Elizabeth City, NC Micropolitan Statistical Area",21020,11.7,5.6,0.47863247863247865
304,US.CBSA,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",21060,18.0,6.8,0.37777777777777777
305,US.CBSA,"Elk City, OK Micropolitan Statistical Area",21120,10.4,8.7,0.8365384615384615
306,US.CBSA,"Elkhart-Goshen, IN Metropolitan Statistical Area",21140,12.9,4.2,0.32558139534883723
307,US.CBSA,"Elkins, WV Micropolitan Statistical Area",21180,10.3,6.0,0.5825242718446602
308,US.CBSA,"Elko, NV Micropolitan Statistical Area",21220,16.7,4.2,0.251497005988024
309,US.CBSA,"Ellensburg, WA Micropolitan Statistical Area",21260,16.8,5.8,0.34523809523809523
310,US.CBSA,"Elmira, NY Metropolitan Statistical Area",21300,10.6,6.5,0.6132075471698113
311,US.CBSA,"El Paso, TX Metropolitan Statistical Area",21340,10.1,7.2,0.712871287128713
312,US.CBSA,"Emporia, KS Micropolitan Statistical Area",21380,12.2,4.2,0.34426229508196726
313,US.CBSA,"Enid, OK Metropolitan Statistical Area",21420,10.2,5.9,0.5784313725490197
314,US.CBSA,"Enterprise, AL Micropolitan Statistical Area",21460,10.9,3.7,0.3394495412844037
315,US.CBSA,"Erie, PA Metropolitan Statistical Area",21500,21.1,7.6,0.3601895734597156
316,US.CBSA,"Escanaba, MI Micropolitan Statistical Area",21540,21.6,3.9,0.18055555555555555
317,US.CBSA,"Española, NM Micropolitan Statistical Area",21580,14.3,7.7,0.5384615384615384
318,US.CBSA,"Eufaula, AL-GA Micropolitan Statistical Area",21640,14.5,7.5,0.5172413793103449
319,US.CBSA,"Eugene-Springfield, OR Metropolitan Statistical Area",21660,11.1,6.3,0.5675675675675675
320,US.CBSA,"Eureka-Arcata, CA Micropolitan Statistical Area",21700,15.4,6.6,0.42857142857142855
321,US.CBSA,"Evanston, WY Micropolitan Statistical Area",21740,10.2,5.5,0.5392156862745099
322,US.CBSA,"Evansville, IN-KY Metropolitan Statistical Area",21780,13.2,4.4,0.33333333333333337
323,US.CBSA,"Fairbanks, AK Metropolitan Statistical Area",21820,14.9,4.3,0.2885906040268456
324,US.CBSA,"Fairfield, IA Micropolitan Statistical Area",21840,13.0,3.4,0.26153846153846155
325,US.CBSA,"Fairmont, MN Micropolitan Statistical Area",21860,12.4,4.1,0.33064516129032256
326,US.CBSA,"Fairmont, WV Micropolitan Statistical Area",21900,8.9,5.7,0.6404494382022472
327,US.CBSA,"Fallon, NV Micropolitan Statistical Area",21980,18.0,4.5,0.25
328,US.CBSA,"Fargo, ND-MN Metropolitan Statistical Area",22020,11.1,2.9,0.26126126126126126
329,US.CBSA,"Faribault-Northfield, MN Micropolitan Statistical Area",22060,12.6,3.1,0.24603174603174605
330,US.CBSA,"Farmington, MO Micropolitan Statistical Area",22100,12.0,4.3,0.35833333333333334
331,US.CBSA,"Farmington, NM Metropolitan Statistical Area",22140,13.9,9.3,0.6690647482014389
332,US.CBSA,"Fayetteville, NC Metropolitan Statistical Area",22180,13.8,8.3,0.6014492753623188
333,US.CBSA,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",22220,10.1,4.3,0.42574257425742573
334,US.CBSA,"Fergus Falls, MN Micropolitan Statistical Area",22260,12.2,2.8,0.22950819672131148
335,US.CBSA,"Fernley, NV Micropolitan Statistical Area",22280,18.4,7.1,0.3858695652173913
336,US.CBSA,"Findlay, OH Micropolitan Statistical Area",22300,14.2,3.8,0.2676056338028169
337,US.CBSA,"Fitzgerald, GA Micropolitan Statistical Area",22340,11.2,5.4,0.4821428571428572
338,US.CBSA,"Flagstaff, AZ Metropolitan Statistical Area",22380,14.8,9.7,0.6554054054054054
339,US.CBSA,"Flint, MI Metropolitan Statistical Area",22420,23.7,5.6,0.23628691983122363
340,US.CBSA,"Florence, SC Metropolitan Statistical Area",22500,12.2,4.3,0.3524590163934426
341,US.CBSA,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",22520,12.6,4.8,0.38095238095238093
342,US.CBSA,"Fond du Lac, WI Metropolitan Statistical Area",22540,10.8,3.7,0.34259259259259256
343,US.CBSA,"Forest City, NC Micropolitan Statistical Area",22580,12.2,7.4,0.6065573770491804
344,US.CBSA,"Forrest City, AR Micropolitan Statistical Area",22620,14.0,7.7,0.55
345,US.CBSA,"Fort Collins, CO Metropolitan Statistical Area",22660,7.3,5.1,0.6986301369863014
346,US.CBSA,"Fort Dodge, IA Micropolitan Statistical Area",22700,13.1,3.0,0.22900763358778625
347,US.CBSA,"Fort Leonard Wood, MO Micropolitan Statistical Area",22780,14.8,3.6,0.24324324324324323
348,US.CBSA,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area",22800,12.4,3.6,0.2903225806451613
349,US.CBSA,"Fort Morgan, CO Micropolitan Statistical Area",22820,8.0,4.8,0.6
350,US.CBSA,"Fort Payne, AL Micropolitan Statistical Area",22840,9.9,3.4,0.3434343434343434
351,US.CBSA,"Fort Polk South, LA Micropolitan Statistical Area",22860,18.2,6.9,0.37912087912087916
352,US.CBSA,"Fort Smith, AR-OK Metropolitan Statistical Area",22900,11.1,5.9,0.5315315315315315
353,US.CBSA,"Fort Wayne, IN Metropolitan Statistical Area",23060,13.7,4.7,0.34306569343065696
354,US.CBSA,"Frankfort, IN Micropolitan Statistical Area",23140,11.8,3.7,0.3135593220338983
355,US.CBSA,"Frankfort, KY Micropolitan Statistical Area",23180,18.0,7.1,0.39444444444444443
356,US.CBSA,"Fredericksburg, TX Micropolitan Statistical Area",23240,9.4,3.9,0.4148936170212766
357,US.CBSA,"Freeport, IL Micropolitan Statistical Area",23300,13.2,4.5,0.34090909090909094
358,US.CBSA,"Fremont, NE Micropolitan Statistical Area",23340,9.3,2.3,0.24731182795698922
359,US.CBSA,"Fremont, OH Micropolitan Statistical Area",23380,14.4,4.6,0.3194444444444444
360,US.CBSA,"Fresno, CA Metropolitan Statistical Area",23420,15.5,9.3,0.6000000000000001
361,US.CBSA,"Gadsden, AL Metropolitan Statistical Area",23460,12.6,6.5,0.5158730158730159
362,US.CBSA,"Gaffney, SC Micropolitan Statistical Area",23500,12.5,5.2,0.41600000000000004
363,US.CBSA,"Gainesville, FL Metropolitan Statistical Area",23540,7.9,4.3,0.5443037974683543
364,US.CBSA,"Gainesville, GA Metropolitan Statistical Area",23580,11.7,2.9,0.24786324786324787
365,US.CBSA,"Gainesville, TX Micropolitan Statistical Area",23620,9.4,6.1,0.648936170212766
366,US.CBSA,"Galesburg, IL Micropolitan Statistical Area",23660,11.6,5.6,0.48275862068965514
367,US.CBSA,"Gallup, NM Micropolitan Statistical Area",23700,20.3,10.6,0.522167487684729
368,US.CBSA,"Garden City, KS Micropolitan Statistical Area",23780,11.8,3.0,0.2542372881355932
369,US.CBSA,"Gardnerville Ranchos, NV Micropolitan Statistical Area",23820,16.2,6.5,0.4012345679012346
370,US.CBSA,"Georgetown, SC Micropolitan Statistical Area",23860,12.1,5.0,0.4132231404958678
371,US.CBSA,"Gettysburg, PA Metropolitan Statistical Area",23900,19.9,4.4,0.221105527638191
372,US.CBSA,"Gillette, WY Micropolitan Statistical Area",23940,7.4,6.4,0.8648648648648649
373,US.CBSA,"Glasgow, KY Micropolitan Statistical Area",23980,18.4,8.4,0.4565217391304348
374,US.CBSA,"Glens Falls, NY Metropolitan Statistical Area",24020,11.5,5.5,0.4782608695652174
375,US.CBSA,"Glenwood Springs, CO Micropolitan Statistical Area",24060,8.2,6.0,0.7317073170731708
376,US.CBSA,"Gloversville, NY Micropolitan Statistical Area",24100,12.2,6.8,0.5573770491803279
377,US.CBSA,"Goldsboro, NC Metropolitan Statistical Area",24140,13.2,5.9,0.446969696969697
378,US.CBSA,"Granbury, TX Micropolitan Statistical Area",24180,7.1,,
379,US.CBSA,"Grand Forks, ND-MN Metropolitan Statistical Area",24220,12.4,3.0,0.24193548387096772
380,US.CBSA,"Grand Island, NE Metropolitan Statistical Area",24260,10.0,3.4,0.33999999999999997
381,US.CBSA,"Grand Junction, CO Metropolitan Statistical Area",24300,9.1,5.7,0.6263736263736264
382,US.CBSA,"Grand Rapids, MN Micropolitan Statistical Area",24330,14.4,5.5,0.3819444444444444
383,US.CBSA,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",24340,19.1,3.7,0.19371727748691098
384,US.CBSA,"Grants, NM Micropolitan Statistical Area",24380,20.6,9.4,0.45631067961165045
385,US.CBSA,"Grants Pass, OR Metropolitan Statistical Area",24420,10.7,6.5,0.6074766355140188
386,US.CBSA,"Great Bend, KS Micropolitan Statistical Area",24460,11.0,4.1,0.3727272727272727
387,US.CBSA,"Great Falls, MT Metropolitan Statistical Area",24500,13.3,4.4,0.3308270676691729
388,US.CBSA,"Greeley, CO Metropolitan Statistical Area",24540,7.5,6.2,0.8266666666666667
389,US.CBSA,"Green Bay, WI Metropolitan Statistical Area",24580,11.8,4.5,0.3813559322033898
390,US.CBSA,"Greeneville, TN Micropolitan Statistical Area",24620,12.2,8.1,0.6639344262295082
391,US.CBSA,"Greensboro-High Point, NC Metropolitan Statistical Area",24660,11.2,7.0,0.625
392,US.CBSA,"Greensburg, IN Micropolitan Statistical Area",24700,12.6,3.7,0.29365079365079366
393,US.CBSA,"Greenville, MS Micropolitan Statistical Area",24740,18.4,10.6,0.5760869565217391
394,US.CBSA,"Greenville, NC Metropolitan Statistical Area",24780,14.3,6.0,0.4195804195804196
395,US.CBSA,"Greenville, OH Micropolitan Statistical Area",24820,14.1,3.6,0.25531914893617025
396,US.CBSA,"Greenville-Anderson, SC Metropolitan Statistical Area",24860,9.8,3.5,0.3571428571428571
397,US.CBSA,"Greenwood, MS Micropolitan Statistical Area",24900,13.2,9.7,0.7348484848484849
398,US.CBSA,"Greenwood, SC Micropolitan Statistical Area",24940,12.8,4.5,0.3515625
399,US.CBSA,"Grenada, MS Micropolitan Statistical Area",24980,12.3,6.5,0.5284552845528455
400,US.CBSA,"Gulfport-Biloxi, MS Metropolitan Statistical Area",25060,14.0,7.4,0.5285714285714286
401,US.CBSA,"Guymon, OK Micropolitan Statistical Area",25100,7.7,2.3,0.2987012987012987
402,US.CBSA,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",25180,10.9,5.7,0.5229357798165137
403,US.CBSA,"Hailey, ID Micropolitan Statistical Area",25200,13.2,5.9,0.446969696969697
404,US.CBSA,"Hammond, LA Metropolitan Statistical Area",25220,19.9,10.5,0.5276381909547739
405,US.CBSA,"Hanford-Corcoran, CA Metropolitan Statistical Area",25260,15.0,9.3,0.62
406,US.CBSA,"Hannibal, MO Micropolitan Statistical Area",25300,11.7,2.7,0.2307692307692308
407,US.CBSA,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",25420,19.8,5.7,0.2878787878787879
408,US.CBSA,"Harrison, AR Micropolitan Statistical Area",25460,11.1,4.4,0.39639639639639646
409,US.CBSA,"Harrisonburg, VA Metropolitan Statistical Area",25500,10.6,3.6,0.339622641509434
410,US.CBSA,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",25540,9.1,5.7,0.6263736263736264
411,US.CBSA,"Hastings, NE Micropolitan Statistical Area",25580,8.6,2.4,0.27906976744186046
412,US.CBSA,"Hattiesburg, MS Metropolitan Statistical Area",25620,14.9,6.2,0.4161073825503356
413,US.CBSA,"Hays, KS Micropolitan Statistical Area",25700,11.5,2.9,0.25217391304347825
414,US.CBSA,"Heber, UT Micropolitan Statistical Area",25720,7.8,4.5,0.576923076923077
415,US.CBSA,"Helena, MT Micropolitan Statistical Area",25740,10.8,3.6,0.3333333333333333
416,US.CBSA,"Helena-West Helena, AR Micropolitan Statistical Area",25760,17.7,8.8,0.49717514124293793
417,US.CBSA,"Henderson, NC Micropolitan Statistical Area",25780,14.1,9.1,0.6453900709219859
418,US.CBSA,"Hereford, TX Micropolitan Statistical Area",25820,7.8,3.7,0.4743589743589744
419,US.CBSA,"Hermiston-Pendleton, OR Micropolitan Statistical Area",25840,11.5,5.2,0.45217391304347826
420,US.CBSA,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",25860,12.0,6.1,0.5083333333333333
421,US.CBSA,"Hillsdale, MI Micropolitan Statistical Area",25880,18.5,4.1,0.2216216216216216
422,US.CBSA,"Hilo, HI Micropolitan Statistical Area",25900,21.4,13.5,0.6308411214953271
423,US.CBSA,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",25940,11.5,3.2,0.2782608695652174
424,US.CBSA,"Hinesville, GA Metropolitan Statistical Area",25980,18.2,4.0,0.21978021978021978
425,US.CBSA,"Hobbs, NM Micropolitan Statistical Area",26020,11.0,11.5,1.0454545454545454
426,US.CBSA,"Holland, MI Micropolitan Statistical Area",26090,17.0,3.4,0.19999999999999998
427,US.CBSA,"Homosassa Springs, FL Metropolitan Statistical Area",26140,9.6,6.5,0.6770833333333334
428,US.CBSA,"Hood River, OR Micropolitan Statistical Area",26220,9.2,4.8,0.5217391304347826
429,US.CBSA,"Hope, AR Micropolitan Statistical Area",26260,11.0,4.7,0.4272727272727273
430,US.CBSA,"Hot Springs, AR Metropolitan Statistical Area",26300,14.3,7.5,0.5244755244755245
431,US.CBSA,"Houghton, MI Micropolitan Statistical Area",26340,21.3,3.3,0.15492957746478872
432,US.CBSA,"Houma-Thibodaux, LA Metropolitan Statistical Area",26380,16.7,7.9,0.4730538922155689
433,US.CBSA,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,9.1,7.7,0.8461538461538463
434,US.CBSA,"Hudson, NY Micropolitan Statistical Area",26460,10.4,4.7,0.4519230769230769
435,US.CBSA,"Huntingdon, PA Micropolitan Statistical Area",26500,20.0,7.8,0.39
436,US.CBSA,"Huntington, IN Micropolitan Statistical Area",26540,11.6,3.8,0.3275862068965517
437,US.CBSA,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",26580,12.5,5.9,0.47200000000000003
438,US.CBSA,"Huntsville, AL Metropolitan Statistical Area",26620,11.6,4.3,0.3706896551724138
439,US.CBSA,"Huntsville, TX Micropolitan Statistical Area",26660,7.4,6.9,0.9324324324324325
440,US.CBSA,"Huron, SD Micropolitan Statistical Area",26700,4.1,3.0,0.7317073170731708
441,US.CBSA,"Hutchinson, KS Micropolitan Statistical Area",26740,11.3,4.7,0.415929203539823
442,US.CBSA,"Hutchinson, MN Micropolitan Statistical Area",26780,11.8,3.5,0.2966101694915254
443,US.CBSA,"Idaho Falls, ID Metropolitan Statistical Area",26820,10.9,3.8,0.34862385321100914
444,US.CBSA,"Indiana, PA Micropolitan Statistical Area",26860,23.0,6.1,0.2652173913043478
445,US.CBSA,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",26900,13.5,4.9,0.362962962962963
446,US.CBSA,"Indianola, MS Micropolitan Statistical Area",26940,18.8,11.6,0.6170212765957447
447,US.CBSA,"Iowa City, IA Metropolitan Statistical Area",26980,12.3,2.8,0.2276422764227642
448,US.CBSA,"Iron Mountain, MI-WI Micropolitan Statistical Area",27020,19.2,4.0,0.20833333333333334
449,US.CBSA,"Ithaca, NY Metropolitan Statistical Area",27060,10.5,4.6,0.43809523809523804
450,US.CBSA,"Jackson, MI Metropolitan Statistical Area",27100,19.8,4.6,0.2323232323232323
451,US.CBSA,"Jackson, MS Metropolitan Statistical Area",27140,12.6,6.4,0.507936507936508
452,US.CBSA,"Jackson, OH Micropolitan Statistical Area",27160,16.8,5.3,0.31547619047619047
453,US.CBSA,"Jackson, TN Metropolitan Statistical Area",27180,11.2,7.4,0.6607142857142858
454,US.CBSA,"Jackson, WY-ID Micropolitan Statistical Area",27220,9.6,4.4,0.45833333333333337
455,US.CBSA,"Jacksonville, FL Metropolitan Statistical Area",27260,8.2,5.0,0.6097560975609757
456,US.CBSA,"Jacksonville, IL Micropolitan Statistical Area",27300,11.6,3.9,0.33620689655172414
457,US.CBSA,"Jacksonville, NC Metropolitan Statistical Area",27340,15.0,5.9,0.39333333333333337
458,US.CBSA,"Jacksonville, TX Micropolitan Statistical Area",27380,8.5,7.8,0.9176470588235294
459,US.CBSA,"Jamestown, ND Micropolitan Statistical Area",27420,9.5,2.5,0.2631578947368421
460,US.CBSA,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",27460,12.2,7.0,0.5737704918032788
461,US.CBSA,"Janesville-Beloit, WI Metropolitan Statistical Area",27500,13.5,5.3,0.3925925925925926
462,US.CBSA,"Jasper, AL Micropolitan Statistical Area",27530,13.9,,
463,US.CBSA,"Jasper, IN Micropolitan Statistical Area",27540,10.4,3.4,0.3269230769230769
464,US.CBSA,"Jefferson, GA Micropolitan Statistical Area",27600,13.1,2.8,0.21374045801526717
465,US.CBSA,"Jefferson City, MO Metropolitan Statistical Area",27620,10.3,2.5,0.24271844660194172
466,US.CBSA,"Jennings, LA Micropolitan Statistical Area",27660,19.6,8.4,0.42857142857142855
467,US.CBSA,"Jesup, GA Micropolitan Statistical Area",27700,14.6,4.0,0.273972602739726
468,US.CBSA,"Johnson City, TN Metropolitan Statistical Area",27740,10.6,6.9,0.6509433962264152
469,US.CBSA,"Johnstown, PA Metropolitan Statistical Area",27780,21.2,6.5,0.30660377358490565
470,US.CBSA,"Jonesboro, AR Metropolitan Statistical Area",27860,11.6,4.8,0.41379310344827586
471,US.CBSA,"Joplin, MO Metropolitan Statistical Area",27900,12.2,3.5,0.2868852459016394
472,US.CBSA,"Juneau, AK Micropolitan Statistical Area",27940,12.7,4.6,0.3622047244094488
473,US.CBSA,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",27980,20.8,22.5,1.0817307692307692
474,US.CBSA,"Kalamazoo-Portage, MI Metropolitan Statistical Area",28020,20.3,4.0,0.19704433497536944
475,US.CBSA,"Kalispell, MT Micropolitan Statistical Area",28060,11.2,4.9,0.43750000000000006
476,US.CBSA,"Kankakee, IL Metropolitan Statistical Area",28100,12.7,5.2,0.40944881889763785
477,US.CBSA,"Kansas City, MO-KS Metropolitan Statistical Area",28140,11.3,4.5,0.3982300884955752
478,US.CBSA,"Kapaa, HI Micropolitan Statistical Area",28180,20.5,19.8,0.9658536585365854
479,US.CBSA,"Kearney, NE Micropolitan Statistical Area",28260,8.7,2.0,0.2298850574712644
480,US.CBSA,"Keene, NH Micropolitan Statistical Area",28300,15.5,3.5,0.22580645161290322
481,US.CBSA,"Kendallville, IN Micropolitan Statistical Area",28340,12.7,4.6,0.3622047244094488
482,US.CBSA,"Kennett, MO Micropolitan Statistical Area",28380,11.1,4.6,0.4144144144144144
483,US.CBSA,"Kennewick-Richland, WA Metropolitan Statistical Area",28420,14.9,5.3,0.35570469798657717
484,US.CBSA,"Kerrville, TX Micropolitan Statistical Area",28500,9.6,4.7,0.48958333333333337
485,US.CBSA,"Ketchikan, AK Micropolitan Statistical Area",28540,15.8,6.4,0.4050632911392405
486,US.CBSA,"Key West, FL Micropolitan Statistical Area",28580,7.4,4.6,0.6216216216216215
487,US.CBSA,"Kill Devil Hills, NC Micropolitan Statistical Area",28620,12.2,6.0,0.49180327868852464
488,US.CBSA,"Killeen-Temple, TX Metropolitan Statistical Area",28660,11.2,6.1,0.5446428571428571
489,US.CBSA,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",28700,11.5,6.6,0.5739130434782609
490,US.CBSA,"Kingston, NY Metropolitan Statistical Area",28740,12.8,5.8,0.45312499999999994
491,US.CBSA,"Kingsville, TX Micropolitan Statistical Area",28780,11.1,7.8,0.7027027027027027
492,US.CBSA,"Kinston, NC Micropolitan Statistical Area",28820,14.5,5.6,0.38620689655172413
493,US.CBSA,"Kirksville, MO Micropolitan Statistical Area",28860,11.3,3.0,0.2654867256637168
494,US.CBSA,"Klamath Falls, OR Micropolitan Statistical Area",28900,11.8,6.6,0.559322033898305
495,US.CBSA,"Knoxville, TN Metropolitan Statistical Area",28940,10.9,6.0,0.5504587155963303
496,US.CBSA,"Kokomo, IN Metropolitan Statistical Area",29020,14.6,5.5,0.3767123287671233
497,US.CBSA,"Laconia, NH Micropolitan Statistical Area",29060,16.1,4.2,0.2608695652173913
498,US.CBSA,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",29100,11.9,3.7,0.31092436974789917
499,US.CBSA,"Lafayette, LA Metropolitan Statistical Area",29180,17.2,8.3,0.4825581395348838
500,US.CBSA,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",29200,12.9,4.3,0.3333333333333333
501,US.CBSA,"La Grande, OR Micropolitan Statistical Area",29260,8.6,5.5,0.6395348837209303
502,US.CBSA,"LaGrange, GA-AL Micropolitan Statistical Area",29300,13.9,4.6,0.3309352517985611
503,US.CBSA,"Lake Charles, LA Metropolitan Statistical Area",29340,18.5,11.8,0.6378378378378379
504,US.CBSA,"Lake City, FL Micropolitan Statistical Area",29380,9.2,5.3,0.5760869565217391
505,US.CBSA,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",29420,16.3,9.1,0.558282208588957
506,US.CBSA,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",29460,8.8,7.3,0.8295454545454545
507,US.CBSA,"Lamesa, TX Micropolitan Statistical Area",29500,10.7,8.5,0.7943925233644861
508,US.CBSA,"Lancaster, PA Metropolitan Statistical Area",29540,19.3,5.1,0.26424870466321243
509,US.CBSA,"Lansing-East Lansing, MI Metropolitan Statistical Area",29620,20.6,3.9,0.18932038834951453
510,US.CBSA,"Laramie, WY Micropolitan Statistical Area",29660,10.0,2.9,0.29
511,US.CBSA,"Laredo, TX Metropolitan Statistical Area",29700,9.6,7.8,0.8125
512,US.CBSA,"Las Cruces, NM Metropolitan Statistical Area",29740,14.2,7.4,0.5211267605633804
513,US.CBSA,"Las Vegas, NM Micropolitan Statistical Area",29780,10.6,7.6,0.7169811320754716
514,US.CBSA,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",29820,19.7,13.8,0.7005076142131981
515,US.CBSA,"Laurel, MS Micropolitan Statistical Area",29860,11.0,7.2,0.6545454545454545
516,US.CBSA,"Laurinburg, NC Micropolitan Statistical Area",29900,15.0,10.5,0.7
517,US.CBSA,"Lawrence, KS Metropolitan Statistical Area",29940,13.3,5.1,0.38345864661654133
518,US.CBSA,"Lawrenceburg, TN Micropolitan Statistical Area",29980,13.7,6.9,0.5036496350364964
519,US.CBSA,"Lawton, OK Metropolitan Statistical Area",30020,12.9,6.2,0.4806201550387597
520,US.CBSA,"Lebanon, MO Micropolitan Statistical Area",30060,12.1,4.0,0.3305785123966942
521,US.CBSA,"Lebanon, NH-VT Micropolitan Statistical Area",30100,14.3,2.2,0.15384615384615385
522,US.CBSA,"Lebanon, PA Metropolitan Statistical Area",30140,21.0,5.8,0.2761904761904762
523,US.CBSA,"Levelland, TX Micropolitan Statistical Area",30220,10.3,7.3,0.7087378640776698
524,US.CBSA,"Lewisburg, PA Micropolitan Statistical Area",30260,18.9,4.6,0.24338624338624337
525,US.CBSA,"Lewisburg, TN Micropolitan Statistical Area",30280,11.7,6.7,0.5726495726495727
526,US.CBSA,"Lewiston, ID-WA Metropolitan Statistical Area",30300,13.0,4.3,0.33076923076923076
527,US.CBSA,"Lewiston-Auburn, ME Metropolitan Statistical Area",30340,14.2,5.0,0.35211267605633806
528,US.CBSA,"Lewistown, PA Micropolitan Statistical Area",30380,19.0,5.8,0.30526315789473685
529,US.CBSA,"Lexington, NE Micropolitan Statistical Area",30420,7.8,2.2,0.2820512820512821
530,US.CBSA,"Lexington-Fayette, KY Metropolitan Statistical Area",30460,17.5,6.2,0.3542857142857143
531,US.CBSA,"Liberal, KS Micropolitan Statistical Area",30580,14.1,4.0,0.28368794326241137
532,US.CBSA,"Lima, OH Metropolitan Statistical Area",30620,16.0,5.4,0.3375
533,US.CBSA,"Lincoln, IL Micropolitan Statistical Area",30660,10.9,3.9,0.35779816513761464
534,US.CBSA,"Lincoln, NE Metropolitan Statistical Area",30700,9.5,2.7,0.28421052631578947
535,US.CBSA,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",30780,11.4,6.4,0.5614035087719298
536,US.CBSA,"Lock Haven, PA Micropolitan Statistical Area",30820,21.6,6.1,0.2824074074074074
537,US.CBSA,"Logan, UT-ID Metropolitan Statistical Area",30860,7.6,2.4,0.3157894736842105
538,US.CBSA,"Logansport, IN Micropolitan Statistical Area",30900,12.5,4.3,0.344
539,US.CBSA,"London, KY Micropolitan Statistical Area",30940,18.9,7.7,0.40740740740740744
540,US.CBSA,"Longview, TX Metropolitan Statistical Area",30980,8.9,7.5,0.8426966292134831
541,US.CBSA,"Longview, WA Metropolitan Statistical Area",31020,17.0,6.9,0.40588235294117647
542,US.CBSA,"Los Alamos, NM Micropolitan Statistical Area",31060,8.1,3.6,0.4444444444444445
543,US.CBSA,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",31080,16.3,11.0,0.6748466257668712
544,US.CBSA,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",31140,16.5,6.4,0.3878787878787879
545,US.CBSA,"Lubbock, TX Metropolitan Statistical Area",31180,9.4,5.1,0.5425531914893617
546,US.CBSA,"Ludington, MI Micropolitan Statistical Area",31220,22.7,4.4,0.19383259911894277
547,US.CBSA,"Lufkin, TX Micropolitan Statistical Area",31260,10.3,7.1,0.6893203883495145
548,US.CBSA,"Lumberton, NC Micropolitan Statistical Area",31300,12.9,8.3,0.6434108527131783
549,US.CBSA,"Lynchburg, VA Metropolitan Statistical Area",31340,9.4,4.8,0.5106382978723404
550,US.CBSA,"Macomb, IL Micropolitan Statistical Area",31380,15.7,4.2,0.267515923566879
